package2,strength,count
pylons,1.0,4389
calendar,0.43825060048038433,4379
sphinx,1.0,4374
eventlet,0.39105545617173526,4372
keystoneclient,1.0,4320
os,0.713103904698875,4310
h5py,0.8239463601532567,4301
website,1.0,4297
fixtures,1.0,4268
xbmcgui,1.0,4248
builtins,0.47483784388280026,4246
mongoengine,1.0,4240
sentry,1.0,4233
weboob,1.0,4222
array,0.4354922012188823,4216
ast,0.3788233177401943,4211
forms,1.0,4199
os,0.5169690238183389,4189
celery,0.4281039067293925,4186
markdown,1.0,4185
h2o,1.0,4147
reportlab,1.0,4143
sys,0.4873820754716981,4133
pkgutil,1.0,4101
db,1.0,4100
heapq,1.0,4093
courseware,1.0,4092
utilities,1.0,4088
shutil,0.48125,4081
fileinput,1.0,4072
pwd,0.5763120567375887,4063
django,0.7838255163095927,4061
RPi,0.776648773006135,4051
os,0.34515770578681937,4038
curses,1.0,4036
configparser,0.4921913128355295,4034
select,0.3521606285464863,4034
fabric,0.4431256181998022,4032
opaque_keys,0.7747539085118703,4014
google,0.610231425091352,4008
java,0.6549860815457672,4000
paramiko,1.0,3997
ddt,1.0,3987
sys,0.49981148674123416,3977
docopt,1.0,3963
__builtin__,0.5724858511101437,3945
grr,1.0,3942
path,1.0,3941
modules,1.0,3939
Screens,0.7824359229088019,3938
autotest,0.6212503946952952,3935
__main__,1.0,3932
wsgiref,1.0,3916
courseware,0.9560117302052786,3912
twitter,1.0,3912
IPython,0.4603249352484106,3910
logging,0.36311185557416714,3902
cookielib,1.0,3856
flask,0.5220040622884224,3855
eventlet,0.34427549194991053,3849
ssl,0.47130692336171787,3819
Components,0.47740963855421686,3804
__future__,0.7504442250740375,3801
services,1.0,3787
fcntl,0.4453013763644993,3753
tastypie,1.0,3749
com,1.0,3749
oauth2client,1.0,3739
corehq,0.7426618415761962,3694
mock,0.3924874613168285,3678
paste,1.0,3650
builtins,0.40662044285394766,3636
cProfile,1.0,3591
os,0.46006430868167203,3577
homeassistant,1.0,3563
osgeo,1.0,3557
xbmcaddon,1.0,3557
Cython,1.0,3540
DIRAC,1.0,3538
osv,1.0,3531
Screens,0.7007748857540235,3527
sys,0.490471553762693,3526
swift,1.0,3519
os,0.4422521050647229,3519
sphinx_rtd_theme,1.0,3513
__future__,0.3590713847412559,3511
database,1.0,3511
os,0.5171091445427729,3506
virttest,1.0,3505
atexit,0.40448399399052354,3500
wagtail,1.0,3498
calendar,0.3497798238590873,3495
array,0.3600867678958785,3486
mkt,1.0,3484
__builtin__,0.5051516470758961,3481
MySQLdb,0.3859004343468092,3465
SCons,0.5279304029304029,3459
gui,1.0,3458
time,0.3325273237256988,3438
log,1.0,3426
bson,0.42882183548265934,3425
xblock,1.0,3422
md5,0.600388486667844,3400
autotest,0.5355225765708873,3392
transaction,1.0,3389
helper,1.0,3387
http,0.49676850763807284,3382
os,0.4280826257762007,3378
enigma,0.5015613382899629,3373
googleads,1.0,3367
temboo,1.0,3364
pandac,1.0,3363
Tools,0.552886987991446,3361
ConfigParser,0.40922401171303074,3354
haystack,1.0,3349
__future__,0.7909284195605953,3348
hmac,0.4822071747586803,3347
IPython,0.3936896632917353,3344
OpenSSL,1.0,3337
readline,1.0,3330
users,1.0,3329
module,0.506638180985808,3320
win32api,1.0,3315
pip,1.0,3314
ase,1.0,3298
os,0.6683559699979729,3297
django,0.9396798170383076,3287
sys,0.41655050057026993,3287
queue,0.5535111411208643,3279
resources,0.4627817949808592,3264
mako,1.0,3260
novaclient,1.0,3251
html,1.0,3238
skimage,1.0,3227
py,1.0,3226
oslo_messaging,1.0,3222
hashlib,0.5678968744481724,3216
rdflib,1.0,3214
server,1.0,3209
serial,0.3809580411268275,3205
mimetypes,0.3563640409434802,3203
Image,0.487148288973384,3203
mimetypes,0.35580774365821094,3198
os,0.4179866474669459,3193
migrate,1.0,3191
courseware,0.7788367546432062,3187
logger,1.0,3179
robot,1.0,3175
ceilometer,1.0,3169
oscar,1.0,3159
selenium,0.3367631296891747,3142
openedx,1.0,3130
os,0.5508011973939074,3128
sphinx_rtd_theme,0.8895530885283234,3125
factory,1.0,3113
bokeh,1.0,3108
webkitpy,1.0,3094
base64,0.44460452384382654,3086
horizon,0.3728218780251694,3081
babel,1.0,3080
oslo_serialization,0.5070074196207749,3075
Plugins,1.0,3074
indico,1.0,3074
difflib,0.53318276580959,3069
bz2,1.0,3069
autotest,0.8738944365192582,3063
bson,0.38312257418304746,3060
sys,0.44778761061946903,3036
__future__,0.6496147260273972,3035
cherrypy,0.48050713153724245,3032
amo,1.0,3032
tables,1.0,3032
translate,1.0,3025
ssl,0.3707268912748365,3004
xbmc,0.705743879472693,2998
json,0.4714128209166798,2993
MySQLdb,0.33266510747299255,2987
gevent,0.33580746738641476,2986
gevent,0.3347953216374269,2977
numpy,0.4780511336227689,2973
iris,1.0,2971
resource,1.0,2964
gc,0.334312507061349,2959
oslo_concurrency,1.0,2959
roslib,1.0,2957
courseware,0.7221407624633431,2955
os,0.36599280664764977,2951
os,0.8391688015940791,2948
nupic,1.0,2947
os,0.5498134328358208,2947
click,0.41544325239977414,2943
pathlib,1.0,2943
plugins,1.0,2939
pipes,1.0,2931
statsmodels,1.0,2922
Orange,1.0,2920
shapely,1.0,2910
Bio,0.46903225806451615,2908
tarfile,0.34150943396226413,2896
pango,1.0,2881
django,0.6846868301976661,2875
webtest,1.0,2867
django,0.6387341207934032,2866
libcloud,1.0,2865
django,0.6761162296243799,2862
googlecloudsdk,1.0,2855
__init__,1.0,2853
json,0.8478002378121284,2852
misc,1.0,2832
difflib,0.49183460736622653,2831
http,0.41509988249118684,2826
autobahn,1.0,2822
numpy,0.8744964363185621,2822
code,1.0,2807
cairo,1.0,2804
h5py,0.5344827586206896,2790
neutronclient,1.0,2784
mysql,1.0,2784
os,0.39259468626342564,2778
sys,0.39245336348219334,2777
grp,1.0,2773
tweepy,1.0,2769
concurrent,1.0,2769
http,0.4055522914218566,2761
nipype,1.0,2751
xblock,0.8027469316189363,2747
sha,1.0,2746
netCDF4,1.0,2746
h2o,0.6619242826139378,2745
oslo_config,0.4522671063478978,2743
version,1.0,2736
django,0.7850172215843858,2735
feedparser,1.0,2728
opaque_keys,0.524802161744837,2719
logging,0.7731811697574893,2710
django,0.71619098426247,2685
pwd,0.3802836879432624,2681
trac,1.0,2674
ez_setup,1.0,2667
numba,1.0,2659
re,0.47761194029850745,2656
thrift,1.0,2653
ez_setup,0.9943757030371203,2652
glance,1.0,2650
pyquery,1.0,2649
fractions,1.0,2644
django,0.8366571699905033,2643
sets,0.4899702823179792,2638
kombu,1.0,2626
cookielib,0.6797199170124482,2621
win32com,1.0,2621
md5,0.4626523044322797,2620
ddt,0.654376724354151,2609
pyparsing,1.0,2609
docutils,0.4316976127320955,2604
services,0.6870874042777925,2602
mathutils,1.0,2597
IECore,1.0,2588
HTMLParser,0.5282710757297407,2588
xbmc,0.726454877705932,2584
numpy,0.8839835728952772,2583
mock,0.40667821704205387,2582
Screens,0.512219352274985,2578
gramps,1.0,2576
os,0.6061676082862524,2575
rally,1.0,2570
astropy,0.4135931712030923,2568
MaKaC,1.0,2564
Utils,1.0,2560
Bio,0.41258064516129034,2558
pulp,1.0,2556
direct,0.760035682426405,2556
UserDict,1.0,2551
Cython,0.7200564971751412,2549
std_msgs,1.0,2540
roslib,0.8589786946229286,2540
amo,0.837401055408971,2539
libs,1.0,2538
django,0.8073482428115016,2527
routes,1.0,2525
errors,1.0,2524
Queue,0.4238690074274139,2511
homeassistant,0.7027785573954533,2504
cookielib,0.6488589211618258,2502
edxmako,1.0,2497
difflib,0.4334607366226546,2495
os,0.5701874714220393,2494
plaso,1.0,2493
__main__,0.6337741607324516,2492
django,0.7482727545809552,2491
os,0.37911084043848964,2490
django,0.9959951942330797,2487
BaseHTTPServer,0.5297251225229065,2486
grp,0.8939776415434547,2479
gtk,0.8604651162790697,2479
os,0.8451040600477653,2477
PyQt4,0.4619402985074627,2476
framework,0.5759832441238073,2475
os,0.41677920324105333,2469
apiclient,1.0,2468
termios,1.0,2463
git,1.0,2461
queue,0.41542876434841325,2461
oslo_serialization,0.40560593569661996,2460
queue,0.4147535449020932,2457
elasticsearch,1.0,2456
primaires,1.0,2455
dbus,0.3802511238567664,2453
org,1.0,2450
fileinput,0.6016699410609038,2450
conf,1.0,2447
sublime_plugin,1.0,2438
ui,1.0,2431
Crypto,0.4002314432137543,2421
tempest_lib,1.0,2418
mezzanine,1.0,2410
taggit,1.0,2409
traitsui,1.0,2408
posixpath,0.3984116479152879,2408
dj_database_url,1.0,2405
BaseHTTPServer,0.5122522906456425,2404
datetime,0.43175687825930587,2401
jsonschema,1.0,2398
sahara,1.0,2394
scapy,1.0,2391
psutil,0.4836813298195824,2386
logging,0.45898475197838257,2378
processing,0.44347014925373135,2377
local_settings,1.0,2375
webnotes,1.0,2375
suds,1.0,2372
xbmcaddon,0.6665729547371381,2371
httplib2,0.4418561311964219,2371
flask_login,1.0,2371
Components,0.7706571242680547,2369
trytond,1.0,2364
ryu,1.0,2359
os,0.6629181894855215,2358
buildbot,1.0,2358
urllib,0.34749262536873154,2356
xlrd,1.0,2353
SocketServer,0.5140983606557377,2352
os,0.5713240673006583,2343
site,1.0,2343
nibabel,1.0,2340
easybuild,1.0,2339
mne,1.0,2333
ujson,1.0,2333
BeautifulSoup,0.4698770904694741,2332
json,0.4489480795213279,2326
django,0.9605645496056455,2314
pyfits,1.0,2309
grp,0.8323115759105661,2308
netCDF4,0.836489439184268,2297
seaborn,1.0,2294
parser,1.0,2287
os,0.5699274455841882,2278
os,0.463464278444942,2277
java,0.6002112490097703,2273
os,0.46205493387589014,2271
posixpath,0.3755790866975513,2270
django,0.6763212899372947,2265
os,0.4065815500809207,2261
readline,0.6780780780780781,2258
SocketServer,0.492896174863388,2255
marshal,1.0,2255
docker,1.0,2251
pexpect,1.0,2251
shelve,1.0,2250
nailgun,1.0,2247
datetime,0.3537564970861553,2246
client,1.0,2239
quantum,1.0,2238
flexget,1.0,2236
dolfin,1.0,2234
ironic,1.0,2234
md5,0.3944905527105774,2234
new,1.0,2229
student,0.3507638998267444,2227
sys,0.5235404896421846,2224
auth,1.0,2219
md5,0.39095885573017836,2214
dns,1.0,2209
htmlentitydefs,1.0,2209
time,0.4152717697949972,2208
psutil,0.4475978106628826,2208
migrate,0.6916327170166092,2207
os,0.6659625829812915,2207
accounts,1.0,2204
oslo_db,1.0,2203
opus_core,1.0,2201
hamcrest,1.0,2195
java,0.3592598657278533,2194
dimagi,1.0,2190
rospy,0.8614173228346457,2188
os,0.5534128393808678,2181
oslo_config,0.6762880198634389,2179
waflib,1.0,2179
pycurl,1.0,2177
sublime,0.8929450369155045,2177
ganeti,1.0,2177
pyvisdk,1.0,2177
Gaffer,1.0,2175
os,0.6528528528528529,2174
_winreg,1.0,2167
nssrc,1.0,2167
sphinx,0.4942844078646548,2162
lp,1.0,2161
lettuce,1.0,2159
courseware,0.5276148582600195,2159
oslo_log,0.3551525144270404,2154
tokenize,1.0,2152
trove,1.0,2151
resources,0.5677317137575918,2150
pylib,1.0,2148
logging,0.48826611984506724,2143
bz2,0.6956663408276311,2135
elementtree,1.0,2130
taiga,1.0,2129
game,1.0,2126
project,1.0,2124
msrest,1.0,2118
fileinput,0.5196463654223968,2116
py2exe,1.0,2115
os,0.6368024132730015,2111
ldap,1.0,2104
os,0.5889794770874333,2095
exceptions,0.37244444444444447,2095
os,0.3889301634472511,2094
__future__,0.9347048300536672,2090
aiohttp,1.0,2088
JumpScale,1.0,2087
win32con,1.0,2085
Plugins,0.6776187378009109,2083
pyqtgraph,1.0,2081
dj_database_url,0.8644490644490644,2079
nova,0.34262159934047814,2078
pywikibot,1.0,2073
Tools,0.3406810330646488,2071
swift,0.5882352941176471,2070
xbmcplugin,1.0,2069
Products,0.4229354047424366,2069
couchpotato,1.0,2067
docopt,0.5215745647236941,2067
os,0.696693657219973,2065
nibabel,0.8816239316239316,2063
colorama,1.0,2059
pstats,1.0,2057
TestSCons,1.0,2055
django,0.8514522821576763,2052
cookielib,0.5316390041493776,2050
runner,1.0,2043
pyspark,1.0,2041
com,0.5441451053614297,2040
jsonrpc,1.0,2038
filecmp,1.0,2038
ordereddict,1.0,2037
flask_wtf,1.0,2037
os,0.49779843444227007,2035
tower,1.0,2033
maya,1.0,2032
docutils,0.3358753315649867,2026
cProfile,0.5636313004734057,2024
pyglet,0.3635057471264368,2024
traits,0.8392857142857143,2021
peewee,1.0,2018
ddt,0.5061449711562578,2018
application,1.0,2015
geometry_msgs,1.0,2011
plone,1.0,2011
msvcrt,1.0,2011
sys,0.8160779537149817,2010
Crypto,0.33212101173747727,2009
urllib,0.4722222222222222,2006
scripts,1.0,2004
docutils,0.4577046181984454,2002
shoop,1.0,2001
sickrage,1.0,2001
social,1.0,1997
sys,0.6021116138763197,1996
os,0.5094484167517875,1995
luigi,1.0,1993
